day,Class,time,kwh_min,kwh_max,kwh_avg,kwh_sum,count
222,J,24,0.179,0.179,0.179,0.179,1
222,J,31,2.089,2.089,2.089,2.089,1
222,J,39,0.869,0.869,0.869,0.869,1
222,J,46,0.225,0.225,0.225,0.225,1
222,K,1,0.038,1.371,0.26066666666666666,3.128,12
222,K,17,0.049,0.978,0.23525,2.823,12
222,K,24,0.018,0.545,0.14166666666666672,1.7000000000000006,12
222,K,31,0.019,0.447,0.13908333333333334,1.669,12
222,K,39,0.038,0.597,0.2404166666666667,2.8850000000000002,12
222,K,46,0.082,4.708,0.5879166666666666,7.055,12
222,M,1,0.253,1.087,0.6699999999999999,1.3399999999999999,2
222,M,17,0.54,0.88,0.71,1.42,2
222,M,24,0.173,1.59,0.8815000000000001,1.7630000000000001,2
222,M,31,0.238,0.993,0.6154999999999999,1.2309999999999999,2
222,M,39,0.242,3.597,1.9195,3.839,2
222,M,46,0.427,0.908,0.6675,1.335,2
222,O,1,0.364,0.364,0.364,0.364,1
222,O,17,0.316,0.316,0.316,0.316,1
222,O,24,0.349,0.349,0.349,0.349,1
222,O,31,0.807,0.807,0.807,0.807,1
222,O,39,0.494,0.494,0.494,0.494,1
222,O,46,1.085,1.085,1.085,1.085,1
223,,1,0.005,2.331,0.38792682926829264,15.904999999999998,41
223,,17,0.014,6.083,0.7822439024390243,32.071999999999996,41
223,,24,0.009,9.332,0.9740731707317074,39.937000000000005,41
223,,31,0.023,10.558,1.121390243902439,45.977,41
223,,39,0.0,8.992,0.9002926829268291,36.91199999999999,41
223,,46,0.046,6.135,0.8274390243902439,33.925,41
223,A,1,0.082,0.082,0.082,0.082,1
223,A,17,0.116,0.116,0.116,0.116,1
223,A,24,0.046,0.046,0.046,0.046,1
223,A,31,0.093,0.093,0.093,0.093,1
223,A,39,0.032,0.032,0.032,0.032,1
223,A,46,0.115,0.115,0.115,0.115,1
223,C,1,0.104,0.365,0.21875,0.875,4
223,C,17,0.113,2.85,0.8240000000000001,3.2960000000000003,4
223,C,24,0.021,0.803,0.35750000000000004,1.4300000000000002,4
223,C,31,0.564,2.597,1.355,5.42,4
223,C,39,0.324,2.159,1.2362499999999998,4.944999999999999,4
223,C,46,0.586,1.861,0.9359999999999999,3.7439999999999998,4
223,E,1,0.068,0.139,0.11233333333333334,0.337,3
223,E,17,0.07,0.24,0.142,0.426,3
223,E,24,0.005,3.812,1.3619999999999999,4.085999999999999,3
223,E,31,0.062,0.547,0.2436666666666667,0.7310000000000001,3
223,E,39,0.243,1.642,0.948,2.844,3
223,E,46,0.05,0.394,0.26333333333333336,0.79,3
223,G,1,0.049,0.545,0.2661666666666667,1.5970000000000002,6
223,G,17,0.042,0.861,0.3861666666666667,2.317,6
223,G,24,0.049,2.714,0.7728333333333333,4.637,6
223,G,31,0.115,1.382,0.5203333333333332,3.1219999999999994,6
223,G,39,0.099,2.644,0.7703333333333334,4.622000000000001,6
223,G,46,0.049,1.229,0.6084999999999999,3.651,6
223,H,1,0.026,1.036,0.43,1.29,3
223,H,17,0.083,0.993,0.5533333333333333,1.66,3
223,H,24,0.069,1.214,0.573,1.7189999999999999,3
223,H,31,0.04,0.536,0.3336666666666666,1.001,3
223,H,39,0.088,0.451,0.329,0.9870000000000001,3
223,H,46,0.106,0.998,0.44300000000000006,1.3290000000000002,3
223,I,1,0.029,1.657,0.3590384615384616,9.335,26
223,I,17,0.007,2.025,0.35138461538461535,9.136,26
223,I,24,0.007,6.035,0.6740384615384618,17.525000000000006,26
223,I,31,0.0,3.038,0.5369999999999998,13.961999999999996,26
223,I,39,0.007,4.67,0.7397692307692307,19.233999999999998,26
223,I,46,0.102,1.814,0.5741538461538462,14.928,26
223,J,1,0.157,0.157,0.157,0.157,1
223,J,17,0.194,0.194,0.194,0.194,1
223,J,24,0.62,0.62,0.62,0.62,1
223,J,31,2.162,2.162,2.162,2.162,1
223,J,39,0.515,0.515,0.515,0.515,1
223,J,46,0.181,0.181,0.181,0.181,1
223,K,1,0.026,1.1,0.22116666666666665,2.654,12
223,K,17,0.033,0.432,0.1761666666666667,2.1140000000000003,12
223,K,24,0.028,0.878,0.17941666666666667,2.153,12
223,K,31,0.017,0.412,0.1573333333333333,1.8879999999999997,12
223,K,39,0.023,2.102,0.30674999999999997,3.6809999999999996,12
223,K,46,0.091,1.249,0.3419166666666667,4.103000000000001,12
223,M,1,0.264,0.93,0.597,1.194,2
223,M,17,0.596,0.625,0.6105,1.221,2
223,M,24,0.149,0.367,0.258,0.516,2
223,M,31,0.197,0.595,0.396,0.792,2
223,M,39,0.307,3.17,1.7385,3.477,2
223,M,46,0.551,0.946,0.7484999999999999,1.4969999999999999,2
223,O,1,0.346,0.346,0.346,0.346,1
223,O,17,0.365,0.365,0.365,0.365,1
223,O,24,0.982,0.982,0.982,0.982,1
223,O,31,0.057,0.057,0.057,0.057,1
223,O,39,0.579,0.579,0.579,0.579,1
223,O,46,1.068,1.068,1.068,1.068,1
224,,1,0.009,2.529,0.40890243902439016,16.764999999999997,41
224,,17,0.024,10.302,0.7941463414634147,32.56,41
224,,24,0.009,14.703,1.4121951219512194,57.9,41
224,,31,0.015,10.939,1.297243902439024,53.18699999999999,41
224,,39,0.037,9.507,1.1663658536585373,47.821000000000026,41
224,,46,0.019,4.976,0.6961463414634148,28.542000000000005,41
224,A,1,0.122,0.122,0.122,0.122,1
224,A,17,0.103,0.103,0.103,0.103,1
224,A,24,0.088,0.088,0.088,0.088,1
224,A,31,0.041,0.041,0.041,0.041,1
224,A,39,0.061,0.061,0.061,0.061,1
224,A,46,0.117,0.117,0.117,0.117,1
224,C,1,0.215,1.284,0.5725,2.29,4
224,C,17,0.07,1.891,0.7947500000000001,3.1790000000000003,4
224,C,24,0.123,1.422,0.7645,3.058,4
224,C,31,0.075,1.547,0.4795,1.918,4
224,C,39,0.383,2.842,1.3575,5.43,4
224,C,46,0.621,1.041,0.8632500000000001,3.4530000000000003,4
224,E,1,0.038,0.166,0.10100000000000002,0.30300000000000005,3
224,E,17,0.069,0.357,0.18200000000000002,0.546,3
224,E,24,0.027,0.382,0.17300000000000001,0.519,3
224,E,31,0.058,0.556,0.38766666666666677,1.1630000000000003,3
224,E,39,0.068,0.573,0.35600000000000004,1.068,3
224,E,46,0.009,0.723,0.44366666666666665,1.331,3
224,G,1,0.049,0.583,0.2778333333333333,1.667,6
224,G,17,0.083,0.823,0.328,1.968,6
224,G,24,0.051,0.724,0.2603333333333333,1.5619999999999998,6
224,G,31,0.136,1.619,0.6471666666666667,3.883,6
224,G,39,0.085,0.913,0.3578333333333334,2.1470000000000002,6
224,G,46,0.053,1.055,0.49616666666666664,2.977,6
224,H,1,0.042,1.596,0.5943333333333334,1.7830000000000001,3
224,H,17,0.083,4.539,1.657333333333333,4.9719999999999995,3
224,H,24,0.087,0.582,0.3993333333333333,1.198,3
224,H,31,0.091,0.851,0.46466666666666673,1.3940000000000001,3
224,H,39,0.296,0.949,0.6743333333333333,2.023,3
224,H,46,0.842,2.029,1.4453333333333334,4.336,3
224,I,1,0.007,1.264,0.33326923076923076,8.665,26
224,I,17,0.009,1.913,0.34496153846153843,8.969,26
224,I,24,0.009,2.497,0.5681538461538461,14.772,26
224,I,31,0.007,1.898,0.389,10.114,26
224,I,39,0.009,1.92,0.5968076923076924,15.517000000000001,26
224,I,46,0.047,2.505,0.6093846153846154,15.844,26
224,J,1,0.177,0.177,0.177,0.177,1
224,J,17,0.184,0.184,0.184,0.184,1
224,J,24,0.371,0.371,0.371,0.371,1
224,J,31,0.554,0.554,0.554,0.554,1
224,J,39,1.556,1.556,1.556,1.556,1
224,J,46,0.355,0.355,0.355,0.355,1
224,K,1,0.022,1.227,0.22641666666666668,2.717,12
224,K,17,0.015,0.543,0.20983333333333332,2.518,12
224,K,24,0.034,1.051,0.20299999999999999,2.436,12
224,K,31,0.041,0.576,0.17641666666666667,2.117,12
224,K,39,0.046,1.394,0.3565833333333333,4.279,12
224,K,46,0.041,0.872,0.25066666666666665,3.008,12
224,M,1,0.203,1.046,0.6245,1.249,2
224,M,17,0.594,0.715,0.6545,1.309,2
224,M,24,0.166,2.072,1.119,2.238,2
224,M,31,0.264,1.345,0.8045,1.609,2
224,M,39,0.406,0.602,0.504,1.008,2
224,M,46,0.454,1.258,0.856,1.712,2
224,O,1,2.042,2.042,2.042,2.042,1
224,O,17,0.675,0.675,0.675,0.675,1
224,O,24,0.273,0.273,0.273,0.273,1
224,O,31,0.62,0.62,0.62,0.62,1
224,O,39,0.311,0.311,0.311,0.311,1
224,O,46,1.03,1.03,1.03,1.03,1
225,,1,0.018,2.601,0.391439024390244,16.049000000000003,41
225,,17,0.018,4.174,0.6037317073170732,24.753,41
225,,24,0.044,10.548,1.2159512195121949,49.85399999999999,41
225,,31,0.038,10.804,1.2530487804878043,51.37499999999998,41
225,,39,0.005,9.153,1.026390243902439,42.082,41
225,,46,0.019,7.572,0.7977560975609755,32.708,41
225,A,1,0.075,0.075,0.075,0.075,1
225,A,17,0.056,0.056,0.056,0.056,1
225,A,24,0.113,0.113,0.113,0.113,1
225,A,31,0.086,0.086,0.086,0.086,1
225,A,39,0.12,0.12,0.12,0.12,1
225,A,46,0.025,0.025,0.025,0.025,1
225,C,1,0.136,0.455,0.31275000000000003,1.2510000000000001,4
225,C,17,0.051,2.848,0.8270000000000001,3.3080000000000003,4
225,C,24,0.108,3.011,0.9147500000000001,3.6590000000000003,4
225,C,31,0.02,1.319,0.40774999999999995,1.6309999999999998,4
225,C,39,0.288,1.643,0.9742500000000001,3.8970000000000002,4
225,C,46,0.32,2.158,0.9929999999999999,3.9719999999999995,4
225,E,1,0.028,0.169,0.118,0.354,3
225,E,17,0.003,0.989,0.417,1.251,3
225,E,24,0.056,0.287,0.1743333333333333,0.5229999999999999,3
225,E,31,0.067,0.298,0.19466666666666668,0.5840000000000001,3
225,E,39,0.066,2.258,0.8203333333333332,2.461,3
225,E,46,0.002,0.566,0.292,0.8759999999999999,3
225,G,1,0.054,0.521,0.2651666666666667,1.5910000000000002,6
225,G,17,0.287,4.37,1.4278333333333333,8.567,6
225,G,24,0.048,1.6,0.45016666666666666,2.701,6
225,G,31,0.04,2.207,0.5541666666666667,3.325,6
225,G,39,0.074,1.825,0.8035000000000001,4.821000000000001,6
225,G,46,0.07,3.257,0.8576666666666668,5.146000000000001,6
225,H,1,0.049,0.813,0.5456666666666666,1.637,3
225,H,17,0.563,1.441,1.0146666666666666,3.044,3
225,H,24,0.26,1.429,0.7466666666666667,2.24,3
225,H,31,0.024,0.475,0.3176666666666667,0.9530000000000001,3
225,H,39,0.32,0.785,0.5083333333333333,1.525,3
225,H,46,0.335,0.75,0.6046666666666667,1.814,3
225,I,1,0.008,1.799,0.3819230769230769,9.93,26
225,I,17,0.007,3.342,0.5690769230769231,14.796000000000001,26
225,I,24,0.009,3.311,0.5051538461538462,13.134,26
225,I,31,0.007,1.73,0.3901538461538461,10.143999999999998,26
225,I,39,0.007,3.15,0.8386923076923077,21.806,26
225,I,46,0.108,2.126,0.594346153846154,15.453000000000003,26
225,J,1,0.184,0.184,0.184,0.184,1
225,J,17,0.166,0.166,0.166,0.166,1
225,J,24,0.186,0.186,0.186,0.186,1
225,J,31,0.169,0.169,0.169,0.169,1
225,J,39,0.775,0.775,0.775,0.775,1
225,J,46,0.463,0.463,0.463,0.463,1
225,K,1,0.019,3.026,0.36508333333333337,4.381,12
225,K,17,0.015,0.984,0.15691666666666665,1.8829999999999998,12
225,K,24,0.019,1.171,0.20025,2.403,12
225,K,31,0.035,0.246,0.1115,1.338,12
225,K,39,0.015,0.961,0.18783333333333332,2.254,12
225,K,46,0.039,0.4,0.1978333333333333,2.3739999999999997,12
225,M,1,0.272,2.217,1.2445,2.489,2
225,M,17,0.395,0.567,0.481,0.962,2
225,M,24,0.238,0.39,0.314,0.628,2
225,M,31,0.203,0.466,0.3345,0.669,2
225,M,39,0.208,1.0,0.604,1.208,2
225,M,46,0.528,2.154,1.341,2.682,2
225,O,1,1.685,1.685,1.685,1.685,1
225,O,17,0.386,0.386,0.386,0.386,1
225,O,24,0.869,0.869,0.869,0.869,1
225,O,31,5.656,5.656,5.656,5.656,1
225,O,39,0.366,0.366,0.366,0.366,1
225,O,46,1.298,1.298,1.298,1.298,1
226,,1,0.019,4.003,0.4501219512195123,18.455000000000005,41
226,,17,0.0,7.413,0.8262195121951221,33.87500000000001,41
226,,24,0.01,14.779,1.3675365853658537,56.069,41
226,,31,0.024,10.86,1.3808780487804881,56.616000000000014,41
226,,39,0.0,9.181,1.31009756097561,53.71400000000001,41
226,,46,0.02,4.888,0.8127073170731712,33.32100000000002,41
226,A,1,0.115,0.115,0.115,0.115,1
226,A,17,0.085,0.085,0.085,0.085,1
226,A,24,0.103,0.103,0.103,0.103,1
226,A,31,0.068,0.068,0.068,0.068,1
226,A,39,0.112,0.112,0.112,0.112,1
226,A,46,0.027,0.027,0.027,0.027,1
226,C,1,0.101,0.456,0.28175,1.127,4
226,C,17,0.104,2.107,0.9850000000000001,3.9400000000000004,4
226,C,24,0.104,0.812,0.37,1.48,4
226,C,31,0.1,2.051,0.7275000000000001,2.9100000000000006,4
226,C,39,0.03,0.589,0.32599999999999996,1.3039999999999998,4
226,C,46,0.4,1.415,0.724,2.896,4
226,E,1,0.014,0.418,0.17933333333333334,0.538,3
226,E,17,0.041,0.36,0.2173333333333333,0.6519999999999999,3
226,E,24,0.006,1.049,0.414,1.242,3
226,E,31,0.068,1.753,1.0743333333333334,3.223,3
226,E,39,0.068,1.155,0.5396666666666667,1.6190000000000002,3
226,E,46,0.015,1.8,0.729,2.187,3
226,G,1,0.055,2.027,0.553,3.318,6
226,G,17,0.043,0.518,0.27799999999999997,1.668,6
226,G,24,0.065,3.502,0.9241666666666667,5.545,6
226,G,31,0.064,2.355,0.9593333333333335,5.756000000000001,6
226,G,39,0.086,0.638,0.43583333333333335,2.615,6
226,G,46,0.063,1.052,0.4003333333333334,2.402,6
226,H,1,0.081,0.615,0.2703333333333333,0.8109999999999999,3
226,H,17,0.09,0.801,0.4613333333333333,1.384,3
226,H,24,0.42,5.696,2.400333333333333,7.201,3
226,H,31,0.11,0.455,0.28099999999999997,0.843,3
226,H,39,0.104,0.697,0.4413333333333333,1.3239999999999998,3
226,H,46,0.114,0.678,0.4156666666666667,1.247,3
226,I,1,0.024,2.022,0.4634615384615385,12.05,26
226,I,17,0.009,4.806,0.5189615384615385,13.493,26
226,I,24,0.009,2.607,0.5589230769230771,14.532000000000004,26
226,I,31,0.009,3.198,0.4750384615384616,12.351,26
226,I,39,0.009,4.914,0.655,17.03,26
226,I,46,0.108,2.109,0.5643461538461538,14.672999999999998,26
226,J,1,0.167,0.167,0.167,0.167,1
226,J,17,0.17,0.17,0.17,0.17,1
226,J,24,0.686,0.686,0.686,0.686,1
226,J,31,0.115,0.115,0.115,0.115,1
226,J,39,1.279,1.279,1.279,1.279,1
226,J,46,0.445,0.445,0.445,0.445,1
226,K,1,0.047,1.204,0.23349999999999996,2.8019999999999996,12
226,K,17,0.029,0.744,0.1735,2.082,12
226,K,24,0.019,0.502,0.17099999999999996,2.0519999999999996,12
226,K,31,0.022,1.892,0.36599999999999994,4.3919999999999995,12
226,K,39,0.02,1.572,0.4004166666666667,4.805000000000001,12
226,K,46,0.044,0.62,0.2836666666666667,3.404,12
226,M,1,0.299,0.824,0.5615,1.123,2
226,M,17,0.329,0.681,0.505,1.01,2
226,M,24,0.317,1.277,0.7969999999999999,1.5939999999999999,2
226,M,31,0.243,0.561,0.402,0.804,2
226,M,39,0.209,4.678,2.4435,4.887,2
226,M,46,0.432,1.534,0.983,1.966,2
226,O,1,1.898,1.898,1.898,1.898,1
226,O,17,0.2,0.2,0.2,0.2,1
226,O,24,0.342,0.342,0.342,0.342,1
226,O,31,0.598,0.598,0.598,0.598,1
226,O,39,2.257,2.257,2.257,2.257,1
226,O,46,0.975,0.975,0.975,0.975,1
227,,1,0.0,3.899,0.5120487804878049,20.994,41
227,,17,0.024,4.594,0.5128048780487805,21.025000000000002,41
227,,24,0.0,9.3,0.9461219512195125,38.79100000000001,41
227,,31,0.027,10.113,0.8089512195121952,33.167,41
227,,39,0.001,9.334,0.9200975609756098,37.724000000000004,41
227,,46,0.02,6.834,0.8222439024390243,33.711999999999996,41
227,A,1,0.113,0.113,0.113,0.113,1
227,A,17,0.041,0.041,0.041,0.041,1
227,A,24,0.118,0.118,0.118,0.118,1
227,A,31,0.024,0.024,0.024,0.024,1
227,A,39,0.024,0.024,0.024,0.024,1
227,A,46,0.114,0.114,0.114,0.114,1
227,C,1,0.185,1.406,0.54575,2.183,4
227,C,17,0.047,0.508,0.2415,0.966,4
227,C,24,0.108,2.898,0.93825,3.753,4
227,C,31,0.058,3.059,1.034,4.136,4
227,C,39,0.034,1.865,0.89775,3.591,4
227,C,46,0.319,0.582,0.442,1.768,4
227,E,1,0.033,0.654,0.265,0.795,3
227,E,17,0.014,0.364,0.21566666666666667,0.647,3
227,E,24,0.06,0.451,0.27499999999999997,0.825,3
227,E,31,0.049,0.384,0.19699999999999998,0.591,3
227,E,39,0.028,1.192,0.7206666666666667,2.162,3
227,E,46,0.054,0.413,0.292,0.8759999999999999,3
227,G,1,0.065,0.497,0.27249999999999996,1.6349999999999998,6
227,G,17,0.061,3.405,0.7441666666666666,4.465,6
227,G,24,0.058,3.015,0.9133333333333334,5.48,6
227,G,31,0.059,2.0,0.7785000000000001,4.671,6
227,G,39,0.046,3.04,0.9413333333333332,5.648,6
227,G,46,0.055,1.838,0.4968333333333333,2.981,6
227,H,1,0.025,0.785,0.438,1.314,3
227,H,17,0.027,0.53,0.25833333333333336,0.775,3
227,H,24,0.091,0.652,0.38199999999999995,1.146,3
227,H,31,0.02,3.69,1.3936666666666666,4.181,3
227,H,39,0.068,0.537,0.31433333333333335,0.9430000000000001,3
227,H,46,0.044,0.901,0.5383333333333334,1.6150000000000002,3
227,I,1,0.007,1.859,0.40876923076923083,10.628000000000002,26
227,I,17,0.009,1.501,0.2715,7.059,26
227,I,24,0.009,2.657,0.6640384615384615,17.264999999999997,26
227,I,31,0.009,1.637,0.3284615384615384,8.54,26
227,I,39,0.009,2.995,0.614576923076923,15.978999999999997,26
227,I,46,0.004,1.79,0.4776923076923077,12.42,26
227,J,1,0.508,0.508,0.508,0.508,1
227,J,17,0.368,0.368,0.368,0.368,1
227,J,24,0.233,0.233,0.233,0.233,1
227,J,31,0.313,0.313,0.313,0.313,1
227,J,39,0.386,0.386,0.386,0.386,1
227,J,46,0.172,0.172,0.172,0.172,1
227,K,1,0.045,1.853,0.32891666666666663,3.9469999999999996,12
227,K,17,0.022,0.171,0.09749999999999999,1.17,12
227,K,24,0.059,0.554,0.2114166666666667,2.5370000000000004,12
227,K,31,0.01,0.735,0.24508333333333332,2.941,12
227,K,39,0.018,1.97,0.31258333333333327,3.7509999999999994,12
227,K,46,0.064,0.332,0.18658333333333335,2.2390000000000003,12
227,M,1,0.475,1.333,0.9039999999999999,1.8079999999999998,2
227,M,17,0.22,0.253,0.2365,0.473,2
227,M,24,0.183,1.925,1.054,2.108,2
227,M,31,0.175,2.905,1.5399999999999998,3.0799999999999996,2
227,M,39,0.223,0.337,0.28,0.56,2
227,M,46,0.199,1.16,0.6795,1.359,2
227,O,1,1.095,1.095,1.095,1.095,1
227,O,17,0.439,0.439,0.439,0.439,1
227,O,24,0.232,0.232,0.232,0.232,1
227,O,31,0.228,0.228,0.228,0.228,1
227,O,39,0.515,0.515,0.515,0.515,1
227,O,46,0.921,0.921,0.921,0.921,1
228,,1,0.0,3.855,0.5004878048780487,20.519999999999996,41
228,,17,0.018,6.285,0.5818780487804878,23.857,41
228,,24,0.02,9.64,0.8453170731707319,34.65800000000001,41
228,,31,0.02,9.346,0.7051463414634147,28.911,41
228,,39,0.019,9.416,1.090560975609756,44.713,41
228,,46,0.02,6.07,0.7340975609756097,30.098,41
228,A,1,0.12,0.12,0.12,0.12,1
228,A,17,0.114,0.114,0.114,0.114,1
228,A,24,0.037,0.037,0.037,0.037,1
228,A,31,0.116,0.116,0.116,0.116,1
228,A,39,0.119,0.119,0.119,0.119,1
228,A,46,0.044,0.044,0.044,0.044,1
228,C,1,0.227,0.477,0.35375,1.415,4
228,C,17,0.034,0.481,0.2065,0.826,4
228,C,24,0.155,1.719,0.86275,3.451,4
228,C,31,0.499,3.7,1.8515000000000001,7.406000000000001,4
228,C,39,0.081,1.404,0.50775,2.031,4
228,C,46,0.339,0.588,0.44275,1.771,4
228,E,1,0.029,0.26,0.134,0.402,3
228,E,17,0.0,0.165,0.09300000000000001,0.279,3
228,E,24,0.05,1.584,1.0513333333333332,3.154,3
228,E,31,0.07,0.554,0.25,0.75,3
228,E,39,0.069,4.156,2.313333333333333,6.9399999999999995,3
228,E,46,0.069,0.589,0.3093333333333333,0.9279999999999999,3
228,G,1,0.091,0.839,0.3405,2.043,6
228,G,17,0.035,1.973,0.6283333333333333,3.7699999999999996,6
228,G,24,0.059,2.54,0.9883333333333334,5.930000000000001,6
228,G,31,0.101,2.499,0.851,5.106,6
228,G,39,0.051,0.741,0.3758333333333333,2.255,6
228,G,46,0.085,2.155,0.9849999999999999,5.909999999999999,6
228,H,1,0.044,0.529,0.35566666666666674,1.0670000000000002,3
228,H,17,0.02,0.54,0.26,0.78,3
228,H,24,0.104,1.983,0.766,2.298,3
228,H,31,0.021,0.228,0.15633333333333332,0.469,3
228,H,39,0.028,1.095,0.5733333333333334,1.72,3
228,H,46,0.044,0.715,0.4643333333333333,1.393,3
228,I,1,0.004,1.895,0.32288461538461544,8.395000000000001,26
228,I,17,0.009,1.779,0.31430769230769234,8.172,26
228,I,24,0.008,4.405,0.8728076923076921,22.692999999999994,26
228,I,31,0.008,3.727,0.6869999999999999,17.862,26
228,I,39,0.009,2.234,0.46538461538461545,12.100000000000001,26
228,I,46,0.061,1.228,0.49192307692307696,12.790000000000001,26
228,J,1,0.122,0.122,0.122,0.122,1
228,J,17,0.124,0.124,0.124,0.124,1
228,J,24,0.255,0.255,0.255,0.255,1
228,J,31,1.912,1.912,1.912,1.912,1
228,J,39,1.774,1.774,1.774,1.774,1
228,J,46,0.572,0.572,0.572,0.572,1
228,K,1,0.07,1.486,0.2703333333333333,3.2439999999999998,12
228,K,17,0.018,0.782,0.21325000000000002,2.559,12
228,K,24,0.017,1.195,0.23091666666666666,2.771,12
228,K,31,0.029,1.675,0.4211666666666667,5.054,12
228,K,39,0.057,0.42,0.16958333333333334,2.035,12
228,K,46,0.046,0.483,0.20133333333333334,2.416,12
228,M,1,0.213,1.337,0.775,1.55,2
228,M,17,0.169,0.298,0.23349999999999999,0.46699999999999997,2
228,M,24,0.242,3.206,1.724,3.448,2
228,M,31,0.271,1.363,0.817,1.634,2
228,M,39,0.233,3.531,1.8820000000000001,3.7640000000000002,2
228,M,46,0.503,1.469,0.986,1.972,2
228,O,1,1.763,1.763,1.763,1.763,1
228,O,17,0.235,0.235,0.235,0.235,1
228,O,24,0.311,0.311,0.311,0.311,1
228,O,31,0.25,0.25,0.25,0.25,1
228,O,39,0.608,0.608,0.608,0.608,1
228,O,46,0.617,0.617,0.617,0.617,1
229,,1,0.015,3.61,0.4506341463414635,18.476000000000003,41
229,,17,0.004,6.403,0.6915853658536586,28.355,41
229,,24,0.009,9.789,1.2012682926829268,49.252,41
229,,31,0.012,10.082,1.1772926829268293,48.269,41
229,,39,0.009,9.493,1.1522439024390247,47.24200000000001,41
229,,46,0.022,3.232,0.6266341463414633,25.691999999999997,41
229,A,1,0.116,0.116,0.116,0.116,1
229,A,17,0.112,0.112,0.112,0.112,1
229,A,24,0.024,0.024,0.024,0.024,1
229,A,31,0.086,0.086,0.086,0.086,1
229,A,39,0.054,0.054,0.054,0.054,1
229,A,46,0.117,0.117,0.117,0.117,1
229,C,1,0.188,0.431,0.292,1.168,4
229,C,17,0.034,0.72,0.30925,1.237,4
229,C,24,0.067,1.744,0.6775,2.71,4
229,C,31,0.033,4.123,1.2127500000000002,4.851000000000001,4
229,C,39,0.077,1.785,1.09775,4.391,4
229,C,46,0.222,1.016,0.55575,2.223,4
229,E,1,0.069,0.258,0.1386666666666667,0.41600000000000004,3
229,E,17,0.0,0.513,0.25666666666666665,0.77,3
229,E,24,0.032,0.826,0.472,1.416,3
229,E,31,0.059,0.209,0.11166666666666668,0.335,3
229,E,39,0.066,0.894,0.39566666666666667,1.187,3
229,E,46,0.043,0.902,0.38566666666666666,1.157,3
229,G,1,0.054,0.507,0.251,1.506,6
229,G,17,0.066,1.273,0.6621666666666667,3.973,6
229,G,24,0.071,1.693,0.785,4.71,6
229,G,31,0.043,1.832,0.662,3.9720000000000004,6
229,G,39,0.315,1.25,0.5761666666666666,3.457,6
229,G,46,0.249,0.771,0.5386666666666666,3.2319999999999998,6
229,H,1,0.025,1.064,0.5336666666666666,1.601,3
229,H,17,0.02,0.579,0.3713333333333333,1.1139999999999999,3
229,H,24,0.101,0.446,0.32433333333333336,0.9730000000000001,3
229,H,31,0.064,0.593,0.3446666666666667,1.034,3
229,H,39,0.265,2.573,1.2853333333333334,3.8560000000000003,3
229,H,46,0.115,0.581,0.3013333333333333,0.9039999999999999,3
229,I,1,0.045,1.78,0.3894230769230769,10.125,26
229,I,17,0.009,1.654,0.3430000000000001,8.918000000000003,26
229,I,24,0.009,2.774,0.46865384615384625,12.185000000000002,26
229,I,31,0.009,0.908,0.26546153846153847,6.902,26
229,I,39,0.009,2.349,0.6339230769230769,16.482,26
229,I,46,0.109,1.567,0.5874615384615384,15.273999999999997,26
229,J,1,0.278,0.278,0.278,0.278,1
229,J,17,0.151,0.151,0.151,0.151,1
229,J,24,0.608,0.608,0.608,0.608,1
229,J,31,0.322,0.322,0.322,0.322,1
229,J,39,0.261,0.261,0.261,0.261,1
229,J,46,0.506,0.506,0.506,0.506,1
229,K,1,0.02,1.383,0.25575,3.069,12
229,K,17,0.017,0.437,0.151,1.812,12
229,K,24,0.046,0.275,0.1505,1.806,12
229,K,31,0.03,1.734,0.29033333333333333,3.484,12
229,K,39,0.048,0.611,0.2086666666666667,2.5040000000000004,12
229,K,46,0.065,0.791,0.2823333333333333,3.388,12
229,M,1,0.276,1.223,0.7495,1.499,2
229,M,17,0.298,0.498,0.398,0.796,2
229,M,24,0.176,0.381,0.27849999999999997,0.5569999999999999,2
229,M,31,0.185,0.809,0.497,0.994,2
229,M,39,0.259,2.5,1.3795,2.759,2
229,M,46,0.504,2.335,1.4195,2.839,2
229,O,1,1.304,1.304,1.304,1.304,1
229,O,17,0.677,0.677,0.677,0.677,1
229,O,24,1.462,1.462,1.462,1.462,1
229,O,31,1.899,1.899,1.899,1.899,1
229,O,39,0.526,0.526,0.526,0.526,1
229,O,46,0.691,0.691,0.691,0.691,1
230,,1,0.004,4.434,0.4393658536585366,18.014,41
230,,17,0.021,4.484,0.7070487804878048,28.988999999999997,41
230,,24,0.009,14.687,1.2481219512195119,51.17299999999999,41
230,,31,0.048,15.911,1.389292682926829,56.96099999999999,41
230,,39,0.029,9.148,0.946390243902439,38.802,41
230,,46,0.022,3.337,0.6818048780487804,27.953999999999997,41
